header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,error
Groot-Bijgaardenlaan 125,5628 VV Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42669114-groot-bijgaardenlaan-125/?navigateSource=resultlist,20220201_010719,"€ 475,000 kosten koper","€ 3,571    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1997,Living area133 m²Other space inside the building24 m²,133 m²,24 m²,236 m²,575 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired from 2013, in ownership)",236 m²,Full ownership,Alongside a quiet road,Back garden,Built-in,Not yet present but possible,no
