header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Rozenstraat 2,8603 XP Sneek        ,https://www.funda.nl/en/koop/sneek/huis-88037838-rozenstraat-2/?navigateSource=resultlist,20220128_143644,"€ 349,000 kosten koper","€ 2,727    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1910,Furnished,Combination roof covered with asphalt roofing and roof tiles,Living area128 m²Other space inside the building28 m²Exterior space attached to the building31 m²,128 m²,28 m²,31 m²,108 m²,600 m³,5 rooms (4 bedrooms),1 bathroom,Jacuzzi,2 stories,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,"Remeha (gas-fired combination boiler from 2008, in ownership)",108 m²,Full ownership,In residential district,Roof terrace present,Built-in,1 car,"Electrical door, electricity and heating",Resident's parking permits,no
