header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Antony Moddermanstraat 204 -2,1063 LX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42677529-antony-moddermanstraat-204-2/?navigateSource=resultlist,20220130_181342,"€ 270,000 kosten koper","€ 4,426    The asking price per m² (€ 270,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 141.00 per month,Mezzanine,Resale property,1955,Living area61 m²,61 m²,160 m³,3 rooms (3 bedrooms),1 story,E        What does this mean?,Yes,Yes,Yes (€ 141.00 per month),Yes,Yes,Yes,no
