header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Poortwoning (Bouwnr. 31),2265 CL Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/huis-42572761-poortwoning-bouwnr-31/?navigateSource=resultlist,20220130_161454,"€ 769,850 vrij op naam","€ 4,349    The asking price per m² (€ 769,850) is calculated by dividing the asking price of the home by the living area (177 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",New property,2022,Combination roof covered with roof tiles,Woningborg garantiecertificaat,Living area177 m²,177 m²,283 m²,478 m³,6 rooms (4 bedrooms),2 separate toilets,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,"Geothermal heating, complete floor heating and heat pump",Electrical boiler,283 m²,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden,"118 m² (9,8 meter deep and 12 meter broad)",Located at the northeast,Parking place,Parking on private property,no
