header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Spoorsingel 114,1946 AG Beverwijk        ,https://www.funda.nl/en/koop/beverwijk/huis-42652465-spoorsingel-114/?navigateSource=resultlist,20220129_015353,"€ 359,000 kosten koper","€ 3,264    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1969,Energie Prestatie Advies,Living area110 m²External storage space7 m²,110 m²,7 m²,130 m²,373 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas 36/30 (2008, in ownership)",130 m²,Full ownership,In center and in residential district,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the northwest accessible via the rear,Detached brick storage,no
