header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
Urban Loft (Bouwnr. 87),3011 CD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42502306-urban-loft-bouwnr-87/?navigateSource=resultlist,20220129_090223,"€ 511,875 vrij op naam","€ 5,952    The asking price per m² (€ 511,875) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Maisonnette,New property,2024,Living area86 m²,86 m²,224 m³,3 rooms (2 bedrooms),2 stories,7th floor,A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility and district heating,"In center, in residential district and unobstructed surrounding view",Built-in,no
