header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Crijnssenstraat 11,4571 CB Axel        ,https://www.funda.nl/en/koop/axel/huis-42547911-crijnssenstraat-11/?navigateSource=resultlist,20220129_055007,"€ 205,000 kosten koper","€ 2,158    The asking price per m² (€ 205,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1966,Gable roof covered with roof tiles,Living area95 m²Exterior space attached to the building2 m²External storage space17 m²,95 m²,2 m²,17 m²,149 m²,300 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Rolldown shutters,C        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2018, in ownership)",149 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Detached brick garage,1 car,Electrical door,Public parking,no
