header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Gouw 104,1121 GZ Landsmeer        ,https://www.funda.nl/en/koop/landsmeer/appartement-42661427-nieuwe-gouw-104/?navigateSource=resultlist,20220127_212531,"€ 385,000 kosten koper","€ 4,529    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1982,Partly furnished with carpets and curtains,Flat roof covered with asphalt roofing,Living area85 m²,85 m²,300 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,Mechanical ventilation and TV via cable,A            1.10What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (2018, in ownership)",Full ownership,In center and unobstructed surrounding view,Roof terrace present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
