header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Park Boswijk 591,3941 AN Doorn        ,https://www.funda.nl/en/koop/doorn/appartement-88899362-park-boswijk-591/?navigateSource=resultlist,20220127_234429,"€ 139,000 kosten koper","€ 3,089    The asking price per m² (€ 139,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 175,000 kosten koper",4 months,Available,Available in consultation,Galleried apartment (apartment),Resale property,1973,Disabled access friendly and accessible for seniors,With carpets and curtains,Flat roof covered with asphalt roofing,Living area45 m²,45 m²,135 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,Elevator and TV via cable,E        What does this mean?,"On the edge of a forest, sheltered location, In wooded surroundings and unobstructed surrounding view",Balcony present,Parking place,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
