header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Mesweg 14,6336 VT Hulsberg        ,https://www.funda.nl/en/koop/hulsberg/huis-88032053-mesweg-14/?navigateSource=resultlist,20220129_164651,"€ 359,000 kosten koper","€ 2,762    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1968,Living area130 m²Other space inside the building30 m²Exterior space attached to the building27 m²External storage space29 m²,130 m²,30 m²,27 m²,29 m²,347 m²,575 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,D        What does this mean?,347 m²,Full ownership,Surrounded by garden,Detached brick garage,1 car,Parking on private property,no
