header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation,Type of parking facilities,error
Domineeslaan 135,1161 BX Zwanenburg        ,https://www.funda.nl/en/koop/zwanenburg/huis-42670390-domineeslaan-135/?navigateSource=resultlist,20220129_063242,"€ 425,000 kosten koper","€ 3,373    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1967,Gable roof covered with roof tiles,Living area126 m²External storage space9 m²,126 m²,9 m²,175 m²,445 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Passive ventilation system and TV via cable,E        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2021, in ownership)",175 m²,Full ownership,Alongside busy road and in residential district,Back garden and front garden,66 m² (11 meter deep and 6 meter broad),Located at the northwest,Detached brick storage,Electricity,No insulation,Public parking,no
