header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Welnastraat 107,1096 GJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88045809-welnastraat-107/?navigateSource=resultlist,20220130_212201,"€ 250,000 kosten koper","€ 8,929    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (28 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,€ 45.00 per month,Upstairs apartment (apartment),Resale property,2011,Living area28 m²,28 m²,93 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-09-2061),Bought off for eternity,In residential district,French balcony present,Yes,Yes,Yes (€ 45.00 per month),Yes,Yes,Yes,no
