header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Keerweg 51,6418 AB Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42654387-keerweg-51/?navigateSource=resultlist,20220130_114420,"€ 289,000 kosten koper","€ 2,491    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1926,Renovation project,Gable roof covered with roof tiles,Living area116 m²Other space inside the building39 m²Exterior space attached to the building9 m²,116 m²,39 m²,9 m²,"1,440 m²",549 m³,8 rooms (2 bedrooms),1 separate toilet,3 stories and a basement,G        What does this mean?,Roof insulation and floor insulation,CH boiler,In ownership,1.440 m²,Full ownership,Back garden,Public parking,no
