header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of garage,Capacity,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zodiakplein 118,2516 CH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42666976-zodiakplein-118/?navigateSource=resultlist,20220131_233045,"€ 1,012,350 vrij op naam","€ 5,012    The asking price per m² (€ 1,012,350) is calculated by dividing the asking price of the home by the living area (202 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,€ 290.00 per month,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,Living area202 m²,202 m²,726 m³,4 rooms,1 story,"Balanced ventilation system, elevator and TV via cable",Not available,Completely insulated,Heat pump,Electrical boiler,In residential district and unobstructed surrounding view,Sun terrace,"24 m² (4,3 meter deep and 5,65 meter broad)",Located at the east,Built-in,2 cars,Parking garage,Yes,Yes,Yes (€ 290.00 per month),Yes,Yes,Yes,no
