header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vrieseweg 31 A,3311 NT Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/appartement-88980883-vrieseweg-31-a/?navigateSource=resultlist,20220127_214227,"€ 215,000 kosten koper","€ 3,071    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 121.00 per month,Upstairs apartment (apartment),Resale property,1986,Living area70 m²Exterior space attached to the building6 m²External storage space4 m²,70 m²,6 m²,4 m²,219 m³,3 rooms (2 bedrooms),1 story,3rd floor,Outdoor awning and TV via cable,C        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,2016,In center and unobstructed surrounding view,Yes,Yes,Yes (€ 121.00 per month),Yes,Yes,Yes,no
