header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Type of parking facilities,error
Klaprozenweg 146,1032 KX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88034831-klaprozenweg-146/?navigateSource=resultlist,20220130_184902,"€ 519,000 vrij op naam","€ 3,707    The asking price per m² (€ 519,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1980,Living area140 m²,140 m²,430 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Jacuzzi and toilet,2 stories,Air conditioning and solar panels,C        What does this mean?,CH boiler,CH boiler,1 m²,See deed,On navigable waterway and alongside water,Paid parking and public parking,no
