header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kootsekade 56,3051 PG Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42597147-kootsekade-56/?navigateSource=resultlist,20220130_124214,"€ 395,000 vrij op naam","€ 4,759    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 51.93 per month,Ground-floor apartment (apartment),Resale property,2022,Flat roof covered with other,Woningborg garantiecertificaat,Living area83 m²,83 m²,314 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,Ground floor,Mechanical ventilation and solar panels,A+++        What does this mean?,Completely insulated,Heat pump,Full ownership,Alongside a quiet road and in residential district,"Paid parking, public parking and resident's parking permits",Yes,No,Yes (€ 51.93 per month),No,No,Yes,no
