header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,Area,Location,Garden,Shed / storage,Type of parking facilities,error
Turnhoutplantsoen 26,1066 NT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88876800-turnhoutplantsoen-26/?navigateSource=resultlist,20220130_224945,"€ 445,000 kosten koper","€ 3,973    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1992,Flat roof,Living area112 m²External storage space4 m²,112 m²,4 m²,112 m²,368 m³,4 rooms (3 bedrooms),3 stories,B        What does this mean?,CH boiler,CH boiler,112 m²,Alongside a quiet road,Back garden,Attached brick storage,Public parking,no
