header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Capacity,Facilities.2,Type of parking facilities,error
Type A (Bouwnr. 0.1),1567 Assendelft        ,https://www.funda.nl/en/koop/assendelft/appartement-42501874-type-a-bouwnr-01/?navigateSource=resultlist,20220129_202009,"€ 695,500 vrij op naam","€ 3,907    The asking price per m² (€ 695,500) is calculated by dividing the asking price of the home by the living area (178 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Combination roof covered with asphalt roofing and roof tiles,Woningborg garantiecertificaat,Living area178 m²External storage space7 m²,178 m²,7 m²,614 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",1 story,1st floor,"Elevator, mechanical ventilation, sliding door and solar panels",A+++        What does this mean?,Completely insulated,"Electric heating, complete floor heating and heat pump",Electrical boiler,Alongside water and in residential district,Balcony present,Storage box,Electricity,Basement,2 cars,Electrical door,Parking on private property and public parking,no
