header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwstraat 1 C,2266 AA Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-88906021-nieuwstraat-1-c/?navigateSource=resultlist,20220129_024733,"€ 200,000 kosten koper","€ 3,846    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available immediately,€ 84.00 per month,Residential property with shared street entrance (apartment),Resale property,1930,Flat roof covered with asphalt roofing,Living area52 m²,52 m²,202 m³,2 rooms (1 bedroom),1 separate toilet,1 story,1st floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Public parking,Yes,No,Yes (€ 84.00 per month),Yes,Yes,Yes,no
