header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Dimensions,error
Haringbuisdijk 1,1086 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/object-87780570-haringbuisdijk-1/?navigateSource=resultlist,20220129_035645,"€ 272,495 vrij op naam",6+ months,Available,Available immediately,Berth,New property,"224 m² (0,32 meter deep and 0,07 meter broad)",no
