header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Oudesaag 14,4651 ZH Steenbergen (NB)        ,https://www.funda.nl/en/koop/steenbergen-nb/huis-88993764-oudesaag-14/?navigateSource=resultlist,20220129_102544,"€ 299,000 kosten koper","€ 2,794    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1982,Gable roof covered with roof tiles,Living area107 m²External storage space6 m²,107 m²,6 m²,140 m²,370 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, mechanical ventilation, passive ventilation system and rolldown shutters",B        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2011, in ownership)",140 m²,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Electricity,Public parking,no
