header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Hanzelaan 25,8262 VA Kampen        ,https://www.funda.nl/en/koop/kampen/huis-42540585-hanzelaan-25/?navigateSource=resultlist,20220129_022842,"€ 365,000 kosten koper","€ 2,786    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2017,Living area131 m²,131 m²,169 m²,459 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2016, in ownership)",169 m²,In residential district,Back garden,90 m² (15 meter deep and 6 meter broad),Located at the northeast accessible via the rear,Detached wooden storage,Public parking,no
