header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sand-Ambachtstraat 146 p,2691 BN 's-Gravenzande        ,https://www.funda.nl/en/koop/s-gravenzande/appartement-88976714-sand-ambachtstraat-146-p/?navigateSource=resultlist,20220129_033453,"€ 585,000 kosten koper","€ 3,545    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 218.16 per month,Maisonnette (apartment),Resale property,1923,Living area165 m²,165 m²,707 m³,7 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,4 stories,2nd floor,Mechanical ventilation and TV via cable,Not available,"Roof insulation, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Gas-fired combination boiler from 2019, in ownership",Full ownership,Built-in,Yes,No,No,No,No,Yes,no
