header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Raamsingel 18 B,2012 DS Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88036620-raamsingel-18-b/?navigateSource=resultlist,20220127_232323,"€ 945,000 kosten koper","€ 6,517    The asking price per m² (€ 945,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available immediately,Upstairs apartment (apartment),Resale property,1932,Furnished,Living area145 m²Other space inside the building1 m²Exterior space attached to the building43 m²,145 m²,1 m²,43 m²,515 m³,6 rooms (4 bedrooms),3 stories,"Air conditioning, outdoor awning and TV via cable",C        What does this mean?,"Roof insulation, double glazing, energy efficient window and completely insulated",CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,"On navigable waterway, In wooded surroundings, in center and in residential district",Roof terrace present and balcony present,Resident's parking permits,No,No,No,No,No,No,no
