header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bussumsestraat 139,2574 JG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88036848-bussumsestraat-139/?navigateSource=resultlist,20220131_220758,"€ 227,500 kosten koper","€ 3,991    The asking price per m² (€ 227,500) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1926,Flat roof covered with asphalt roofing,Living area57 m²,57 m²,195 m³,2 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,2nd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler from 2015, in ownership)",Long-term lease,Bought off for eternity,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,No,Yes,Yes,No,Yes,no
