header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Dorpsweg 30,4223 NB Hoornaar        ,https://www.funda.nl/en/koop/hoornaar/huis-87648776-dorpsweg-30/?navigateSource=resultlist,20220130_115712,"€ 295,000 kosten koper","€ 3,105    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1906-1930,Gable roof covered with roof tiles,Living area95 m²Other space inside the building3 m²,95 m²,3 m²,135 m²,375 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Passive ventilation system,D        What does this mean?,Double glazing,CH boiler,CH boiler,Intergas (2018),135 m²,Full ownership,Front garden and side garden,Parking on private property,no
