header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Grotestraat 151,6711 AL Ede        ,https://www.funda.nl/en/koop/ede/appartement-42687255-grotestraat-151/?navigateSource=resultlist,20220130_152258,"€ 175,000 kosten koper","€ 2,869    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Under offer,Available in consultation,€ 140.00 per month,Apartment with shared street entrance (apartment),Resale property,1930,Combination roof,Living area61 m²,61 m²,189 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2006, in ownership)",Full ownership,In center,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 140.00 per month),Yes,Yes,Yes,no
