header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Front garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Max Heymansstraat 14,3059 MK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42677818-max-heymansstraat-14/?navigateSource=resultlist,20220126_164030,"€ 489,000 kosten koper","€ 3,850    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2007,Shed roof,Living area127 m²Exterior space attached to the building20 m²,127 m²,20 m²,146 m²,443 m³,4 rooms (3 bedrooms),3 stories,Skylight and TV via cable,A        What does this mean?,Double glazing,District heating,Central facility,146 m²,Full ownership,In residential district,Front garden,"61 m² (12 meter deep and 5,1 meter broad)",Located at the southwest,Roof terrace present,Detached wooden storage,Electricity,Parking on private property,no
