header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Willem Lodewijkstraat 11,9545 PA Bourtange        ,https://www.funda.nl/en/koop/bourtange/huis-88905575-willem-lodewijkstraat-11/?navigateSource=resultlist,20220127_234342,"€ 294,000 kosten koper","€ 2,882    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 294,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",7 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1925,Gable roof,Living area102 m²Other space inside the building35 m²External storage space11 m²,102 m²,35 m²,11 m²,"1,280 m²",698 m³,5 rooms (3 bedrooms),2 stories,TV via cable,G        What does this mean?,Energy efficient window,CH boiler,CH boiler,2018,1.280 m²,Sheltered location,Back garden and front garden,1.280 m² (73 meter deep and 19 meter broad),Located at the northeast,Built-in,1 car,no
