header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Marijkestraat 15,6067 GW Linne        ,https://www.funda.nl/en/koop/linne/huis-88985545-marijkestraat-15/?navigateSource=resultlist,20220129_034728,"€ 325,000 kosten koper","€ 2,982    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Bungalow, row house",Resale property,2007,Flat roof,Living area109 m²Other space inside the building26 m²,109 m²,26 m²,221 m²,377 m³,4 rooms (2 bedrooms),1 story,Air conditioning,A        What does this mean?,Energy efficient window and completely insulated,CH boiler and complete floor heating,221 m²,Full ownership,In residential district,Back garden,20 m² (5 meter deep and 4 meter broad),Located at the southeast,no
