header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paramaribostraat 15,3531 KP Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42674431-paramaribostraat-15/?navigateSource=resultlist,20220131_153245,"€ 325,000 kosten koper","€ 4,779    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Under offer,Available in consultation,€ 114.00 per month,Upstairs apartment,Resale property,1930,Living area68 m²Other space inside the building4 m²Exterior space attached to the building8 m²,68 m²,4 m²,8 m²,198 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,E        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Intergas (gas-fired from 2021, in ownership)",Full ownership,In residential district,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 114.00 per month),Yes,Yes,Yes,no
