header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Beneluxlaan 1 n,2871 HA Schoonhoven        ,https://www.funda.nl/en/koop/schoonhoven/appartement-42430769-beneluxlaan-1-n/?navigateSource=resultlist,20220129_022633,"€ 377,500 vrij op naam","€ 4,339    The asking price per m² (€ 377,500) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area87 m²Exterior space attached to the building9 m²,87 m²,9 m²,230 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,3rd floor,"Balanced ventilation system, elevator, sliding door and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,Alongside a quiet road and in residential district,Balcony present,Built-in,Electricity,Public parking,no
