header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Plot size,Area,Ownership situation,Fees,error
Daguerrestraat 151 60,1087 DJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42496285-daguerrestraat-151-60/?navigateSource=resultlist,20220130_223305,"€ 27,500 kosten koper",€ 31 per month,6+ months,Available,Available immediately,Underground parking,Resale property,Electrical door,1,"10 m² (1,9 meter deep and 4,8 meter broad)",10 m²,10 m²,Municipal long-term lease (end date of long-term lease:  31-08-2055),Paid until 31-08-2055,no
