header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,error
Sint Brigidawal 2 A,6118 AV Nieuwstadt        ,https://www.funda.nl/en/koop/nieuwstadt/bouwgrond-42662793-sint-brigidawal-2-a/?navigateSource=resultlist,20220128_014808,"€ 75,000 kosten koper",3 weeks,Under offer,Available in consultation,Building plot,240 m²,240 m² (part of parcel),Full ownership,no
