header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
De Kule 46,1779 EE Den Oever        ,https://www.funda.nl/en/koop/den-oever/huis-42651575-de-kule-46/?navigateSource=resultlist,20220130_114457,"€ 270,000 kosten koper","€ 2,231    The asking price per m² (€ 270,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available on 1/31/2022,"Single-family home, double house",Resale property,1974,Gable roof covered with asphalt roofing and roof tiles,Living area121 m²Exterior space attached to the building16 m²External storage space13 m²,121 m²,16 m²,13 m²,241 m²,405 m³,5 rooms (4 bedrooms),3 stories,TV via cable,D        What does this mean?,CH boiler and partial floor heating,CH boiler,"Remeha WHB Calenta 28CS (gas-fired combination boiler from 2013, in ownership)",241 m²,Full ownership,Back garden,Parking on private property and parking garage,no
