header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Westhaven 29 a,2801 PJ Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42517821-westhaven-29-a/?navigateSource=resultlist,20220129_090522,"€ 475,000 kosten koper","€ 4,095    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1907,Listed building (national monument) and monumental building,Hipped roof covered with roof tiles,Living area116 m²Other space inside the building6 m²,116 m²,6 m²,138 m²,395 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,TV via cable,Not required,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",138 m²,Full ownership,In center,Back garden,"62 m² (11,4 meter deep and 5,44 meter broad)",Located at the southwest,Paid parking and resident's parking permits,no
