header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Insulation.1,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Badhuiskade,1031 KV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42596837-badhuiskade/?navigateSource=resultlist,20220130_191536,"€ 8,200,000 vrij op naam","€ 10,594    The asking price per m² (€ 8,200,000) is calculated by dividing the asking price of the home by the living area (774 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available immediately,Penthouse (apartment),New property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area774 m²Exterior space attached to the building96 m²,774 m²,96 m²,"2,325 m³",9 rooms (4 bedrooms),3 bathrooms and 2 separate toilets,Bath and 3 toilets,2 stories,23rd floor,Not available,Completely insulated,Central facility and solar collectors,Municipal long-term lease,"Alongside park, on navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",Roof terrace present,Built-in,Electricity,Completely insulated,Garage and parking place,4 cars,Electricity,Parking garage,no
