header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,error
Brouwersgracht 230 A-14,1013 HE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42511485-brouwersgracht-230-a-14/?navigateSource=resultlist,20220130_214951,"€ 125,000 kosten koper",€ 45 per month,2 months,Sold under reservation,Available in consultation,Parking place,Resale property,1,Full ownership,no
