header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Garden,Shed / storage,Type of garage,error
Type B1 vrijstaand (Bouwnr. 4),5541 Reusel        ,https://www.funda.nl/en/koop/reusel/huis-42546839-type-b1-vrijstaand-bouwnr-4/?navigateSource=resultlist,20220128_012548,"€ 595,000 vrij op naam","€ 3,864    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,2023,Flat roof covered with plastic,Living area154 m²,154 m²,607 m³,4 rooms (3 bedrooms),1 bathroom,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Surrounded by garden,Built-in,Carport,no
