header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Ownership situation,Fees,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Steijnlaan 248,2571 SB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88059539-steijnlaan-248/?navigateSource=resultlist,20220131_211752,"€ 260,000 kosten koper","€ 3,333    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 139.77 per month,Galleried apartment,Resale property,2001,Flat roof,Living area78 m²Exterior space attached to the building10 m²External storage space5 m²,78 m²,10 m²,5 m²,225 m³,4 rooms (2 bedrooms),1 story,B        What does this mean?,CH boiler,Ownership encumbered with long-term leaset,Bought off for eternity,Storage box,Paid parking and public parking,Yes,Yes,Yes (€ 139.77 per month),Yes,Yes,Yes,no
