header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vrolikstraat 393 D,1092 TD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88050603-vrolikstraat-393-d/?navigateSource=resultlist,20220129_032326,"€ 340,000 kosten koper","€ 7,556    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 88.00 per month,Upstairs apartment (apartment),Resale property,1993,Flat roof covered with asphalt roofing,Living area45 m²External storage space6 m²,45 m²,6 m²,139 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,Mechanical ventilation and TV via cable,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired from 2010, in ownership)",Alongside a quiet road and in residential district,Storage box,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 88.00 per month),Yes,Yes,Yes,no
