header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Amestelle 201,1161 BA Zwanenburg        ,https://www.funda.nl/en/koop/zwanenburg/huis-42685024-amestelle-201/?navigateSource=resultlist,20220128_060739,"€ 350,000 kosten koper","€ 3,043    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Gable roof covered with roof tiles,Living area115 m²External storage space9 m²,115 m²,9 m²,168 m²,391 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2008, in ownership)",168 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,"85 m² (14,36 meter deep and 5,91 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
