header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Patio/atrium,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Rijkesluisstraat 43 B,5688 EC Oirschot        ,https://www.funda.nl/en/koop/oirschot/appartement-42403289-rijkesluisstraat-43-b/?navigateSource=resultlist,20220130_142218,"€ 549,000 vrij op naam","€ 4,692    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,Ground-floor apartment (apartment),New property,2022,Disabled access friendly and accessible for seniors,Gable roof covered with roof tiles,Living area117 m²External storage space23 m²,117 m²,23 m²,330 m³,3 rooms (2 bedrooms),1 bathroom,1 story,Ground floor,"Balanced ventilation system, TV via cable, solar collectors and solar panels",Not available,Triple glazed and completely insulated,Complete floor heating,Solar collectors,Full ownership,In center,Patio/atrium,30 m² (5 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached brick garage,1 car,Electrical door and electricity,Parking on private property and public parking,no
