header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Grotestraat 51,7151 BB Eibergen        ,https://www.funda.nl/en/koop/eibergen/huis-42670336-grotestraat-51/?navigateSource=resultlist,20220129_193201,"€ 325,000 kosten koper","€ 979    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (332 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1959,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area332 m²Other space inside the building6 m²Exterior space attached to the building10 m²External storage space9 m²,332 m²,6 m²,10 m²,9 m²,257 m²,"1,060 m³",8 rooms,1 separate toilet,3 stories and a basement,"Air conditioning, alarm installation and mechanical ventilation",D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"ATAG (gas-fired from 2000, in ownership)",257 m²,Full ownership,In center,Back garden,Attached brick storage,Electricity,Public parking,no
