header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Type of parking facilities,error
Hugo Verrieststraat 37,2524 CB Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88025645-hugo-verrieststraat-37/?navigateSource=resultlist,20220131_220626,"€ 299,000 kosten koper","€ 2,718    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1932,Gable roof covered with roof tiles,Living area110 m²Exterior space attached to the building16 m²External storage space5 m²,110 m²,16 m²,5 m²,99 m²,369 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,F        What does this mean?,Partly double glazed,CH boiler and wood heater,CH boiler,"Vaillant (gas-fired combination boiler from 2000, in ownership)",99 m²,In residential district,Paid parking and resident's parking permits,no
