header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Hellingstraat 44,1398 AW Muiden        ,https://www.funda.nl/en/koop/muiden/appartement-42567887-hellingstraat-44/?navigateSource=resultlist,20220128_141050,"€ 1,525,000 vrij op naam","€ 6,869    The asking price per m² (€ 1,525,000) is calculated by dividing the asking price of the home by the living area (222 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Mezzanine,New property,After 2020,Living area222 m²,222 m²,999 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,Sun terrace,Storage box,Underground parking,Parking garage,no
