header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Kaap Blanc 4.8.50 (Bouwnr. 50),1031 HX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519947-kaap-blanc-4850-bouwnr-50/?navigateSource=resultlist,20220130_150429,"€ 4,350,000 vrij op naam","€ 11,417    The asking price per m² (€ 4,350,000) is calculated by dividing the asking price of the home by the living area (381 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment),New property,After 2020,Living area381 m²Exterior space attached to the building110 m²,381 m²,110 m²,"1,029 m³",6 rooms (5 bedrooms),1 separate toilet,1 story,8th floor,A        What does this mean?,Completely insulated,Complete floor heating,Alongside water,Sun terrace,Balcony present,Storage box,Paid parking and parking garage,no
