header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Dorpsweg 129 A-27,1697 KJ Schellinkhout        ,https://www.funda.nl/en/koop/schellinkhout/huis-42696874-dorpsweg-129-a-27/?navigateSource=resultlist,20220129_171614,"€ 359,000 kosten koper","€ 4,488    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",Today,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2000,Gable roof covered with roof tiles,Living area80 m²Other space inside the building4 m²External storage space6 m²,80 m²,4 m²,6 m²,391 m²,310 m³,3 rooms (2 bedrooms),2 separate toilets,2 stories,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,Electrical boiler,"HR (gas-fired, in ownership)",391 m²,Full ownership,Surrounded by garden,Detached wooden storage,Parking on private property,no
