header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van Nieuw-Oost-Indië 1 F,2593 BH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88972118-laan-van-nieuw-oost-indie-1-f/?navigateSource=resultlist,20220131_221234,"€ 465,000 kosten koper","€ 5,345    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 495,000 kosten koper",2 months,Available,Available in consultation,€ 45.00 per month,Ground-floor apartment (apartment),Resale property,1894,Living area87 m²Other space inside the building14 m²,87 m²,14 m²,321 m³,1 room,1 story,Ground floor,Not available,Full ownership,In residential district,Back garden,"100 m² (0,18 meter deep and 0,06 meter broad)",Located at the west,Paid parking and resident's parking permits,Yes,No,No,Yes,No,Yes,no
