header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wijdesteeg 3 d,1012 RN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42558826-wijdesteeg-3-d/?navigateSource=resultlist,20220131_000032,"€ 650,000 kosten koper","€ 8,228    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,€ 222.00 per month,Upstairs apartment (apartment),Resale property,1906-1930,Living area79 m²Exterior space attached to the building12 m²,79 m²,12 m²,312 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,1st floor,Not available,Double glazing,CH boiler,Full ownership,Alongside a quiet road and in center,Roof terrace present,Yes,Yes,Yes (€ 222.00 per month),Yes,No,Yes,no
