header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nes 96,2642 LJ Pijnacker        ,https://www.funda.nl/en/koop/pijnacker/appartement-88890054-nes-96/?navigateSource=resultlist,20220130_132950,"€ 284,500 kosten koper","€ 4,664    The asking price per m² (€ 284,500) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available on 2/28/2022,€ 98.00 per month,Upstairs apartment (apartment),Resale property,2008,Flat roof covered with asphalt roofing,Living area61 m²Exterior space attached to the building6 m²,61 m²,6 m²,206 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,4th floor,A        What does this mean?,Completely insulated,CH boiler,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Parking on private property and parking garage,Yes,Yes,Yes (€ 98.00 per month),Yes,Yes,Yes,no
