header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsengracht 525 I,1016 HR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42533385-prinsengracht-525-i/?navigateSource=resultlist,20220130_220235,"€ 575,000 kosten koper","€ 10,088    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 196 per month,8 weeks,Sold under reservation,Available in consultation,€ 196.20 per month,Upstairs apartment (apartment),Resale property,1895,Mansard roof covered with roof tiles,Living area57 m²,57 m²,180 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,1st floor,"Air conditioning, mechanical ventilation and passive ventilation system",Not available,Floor insulation,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside water, in center and unobstructed surrounding view","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 196.20 per month),Yes,Yes,Yes,no
