header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Location,error
Bosgouw 189,1352 GS Almere        ,https://www.funda.nl/en/koop/almere/huis-88013423-bosgouw-189/?navigateSource=resultlist,20220127_220821,Price on request,6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Energie Prestatie Advies,Living area112 m²External storage space7 m²,112 m²,7 m²,139 m²,398 m³,4 rooms (4 bedrooms),3 stories,"Skylight, optical fibre, mechanical ventilation and TV via cable",C        What does this mean?,Roof insulation and insulated walls,CH boiler,CH boiler,139 m²,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",no
