header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Enthofstraat 1 1,3513 GR Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42682413-enthofstraat-1-1/?navigateSource=resultlist,20220131_154810,"€ 350,000 kosten koper","€ 5,224    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 135.00 per month,Apartment with shared street entrance,Resale property,1960,Flat roof,Living area67 m²Exterior space attached to the building9 m²External storage space4 m²,67 m²,9 m²,4 m²,220 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"2018, in ownership",Long-term lease,Bought off for eternity,Balcony present,Resident's parking permits,Yes,Yes,Yes (€ 135.00 per month),Yes,Yes,Yes,no
