header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Patio/atrium,Garden location,Type of parking facilities,error
Lange Leidsedwarsstraat 136,1017 NN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-86507572-lange-leidsedwarsstraat-136/?navigateSource=resultlist,20220130_194425,"€ 1,400,000 kosten koper","€ 6,335    The asking price per m² (€ 1,400,000) is calculated by dividing the asking price of the home by the living area (221 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1905,Flat roof covered with asphalt roofing,Living area221 m²,221 m²,55 m²,721 m³,7 rooms (4 bedrooms),3 bathrooms,"3 baths, 3 showers and 3 toilets",5 stories and a basement,Not available,Double glazing,CH boiler,CH boiler,"Combi ketel (gas-fired combination boiler, in ownership)",55 m²,Private long-term lease (end date of long-term lease:  01-01-2040),€ 3.498 per year,In center,Patio/atrium,"9 m² (1,5 meter deep and 6 meter broad)",Located at the southwest,Paid parking and resident's parking permits,no
