header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Fees,Location,Garden,Sun terrace,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zocherstraat 58,3067 AT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88024554-zocherstraat-58/?navigateSource=resultlist,20220126_170341,"€ 225,000 kosten koper","€ 3,125    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 165.00 per month,Apartment with shared street entrance (apartment),Resale property,1964,Living area72 m²Exterior space attached to the building4 m²External storage space13 m²,72 m²,4 m²,13 m²,205 m³,3 rooms (2 bedrooms),1 story,4th floor,F        What does this mean?,Partly double glazed and energy efficient window,Communal central heating,Long-term lease (end date of long-term lease:  31-03-2101),Paid until 08-07-2053,Alongside a quiet road and in residential district,Sun terrace,1 m² (1 meter deep and 1 meter broad),Parking place,No,No,No,No,No,No,no
