header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,error
4-Kamer appartement met balkon (Bouwnr. 15),1031 HM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42413103-4-kamer-appartement-met-balkon-bouwnr-15/?navigateSource=resultlist,20220130_232216,"€ 755,500 vrij op naam","€ 6,868    The asking price per m² (€ 755,500) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Living area110 m²Exterior space attached to the building7 m²,110 m²,7 m²,286 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,Elevator and solar panels,A        What does this mean?,District heating,District heating,In residential district,Balcony present,Built-in,Electricity,Parking place,no
