header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Hot water,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Haarlemmermeerstraat 39 -41,1165 HH Halfweg        ,https://www.funda.nl/en/koop/halfweg/huis-42448846-haarlemmermeerstraat-39-41/?navigateSource=resultlist,20220128_042923,"€ 1,150,000 kosten koper","€ 3,560    The asking price per m² (€ 1,150,000) is calculated by dividing the asking price of the home by the living area (323 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,"Desirable residence/villa, detached residential property",Resale property,1896,Living area323 m²Exterior space attached to the building47 m²,323 m²,47 m²,244 m²,"1,215 m³",8 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,C        What does this mean?,CH boiler,244 m²,Full ownership,"Alongside a quiet road, on navigable waterway, alongside water, in residential district, freestanding location and unobstructed surrounding view",Roof terrace present,Garage and parking place,2 cars,Electricity,Parking on private property,no
