header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Hellingstraat 56,1398 AW Muiden        ,https://www.funda.nl/en/koop/muiden/appartement-42555139-hellingstraat-56/?navigateSource=resultlist,20220128_141137,"€ 1,000,000 vrij op naam","€ 6,410    The asking price per m² (€ 1,000,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),New property,After 2020,Living area156 m²,156 m²,999 m³,3 rooms (2 bedrooms),1 story,Ground floor,A        What does this mean?,Back garden and sun terrace,Storage box,Underground parking,Parking garage,no
