header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Cornelis Houtmanstraat 17,6991 BD Rheden        ,https://www.funda.nl/en/koop/rheden/huis-88966309-cornelis-houtmanstraat-17/?navigateSource=resultlist,20220129_085856,"€ 350,000 kosten koper","€ 2,612    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1970,Gable roof covered with roof tiles,Living area134 m²External storage space10 m²,134 m²,10 m²,150 m²,430 m³,5 rooms (4 bedrooms),3 stories,Optical fibre,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2010, in ownership)",150 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"54 m² (9,2 meter deep and 5,85 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,Public parking,no
