header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Location,Garden,Shed / storage,Type of parking facilities,error
Traaipad 31,8043 HL Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-88901071-traaipad-31/?navigateSource=resultlist,20220127_222025,"€ 289,000 kosten koper","€ 2,580    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available on 7/1/2022,"Single-family home, row house",Resale property,2004,Living area112 m²,112 m²,138 m²,396 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,A        What does this mean?,"Roof insulation, insulated walls and floor insulation",District heating,138 m²,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Public parking,no
