header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paul Krugerstraat 14 a,3072 GL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88011105-paul-krugerstraat-14-a/?navigateSource=resultlist,20220126_010100,"€ 279,000 kosten koper","€ 3,444    The asking price per m² (€ 279,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 140.00 per month,Galleried apartment,Resale property,1966,Living area81 m²,81 m²,280 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,6th floor,E        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",Municipal long-term lease (end date of long-term lease:  14-05-2056),Paid until 28-02-2056,Roof terrace present,Built-in,Paid parking and public parking,Yes,Yes,Yes (€ 140.00 per month),Yes,Yes,Yes,no
