header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Office space,error
Hoogstraat 2 a,4521 BK Biervliet (Gem. Terneuzen)        ,https://www.funda.nl/en/koop/biervliet-gem-terneuzen/huis-88029410-hoogstraat-2-a/?navigateSource=resultlist,20220127_223257,"€ 169,000 kosten koper","€ 1,657    The asking price per m² (€ 169,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1910,Mansard roof covered with roof tiles,Living area102 m²,102 m²,80 m²,315 m³,6 rooms (5 bedrooms),1 separate toilet,2 stories,Skylight,G        What does this mean?,Electric heating and pellet burner,Gas-fired boiler,80 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden,"14 m² (4 meter deep and 3,5 meter broad)",Located at the east,Public parking,        Not yet present but possible (built-in)    ,no
